Nome da Serventia
"APARECIDA DE GOIÂNIA - Vara da Fazenda Púb. Municipal, de Reg. Púb. e Ambiental"
APARECIDA DE GOIÂNIA - Vara da Fazenda Pública Estadual
APARECIDA DE GOIÂNIA- 1ª Vara Criminal
ARAÇU - Vara Judicial
"ARAGARCAS - 1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)"
ARAGARCAS - 1º CEJUSC - PRÉ-PROCESSUAL
"ARAGARCAS - 2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)"
ARUANÃ - Vara Judicial
ASSESSORIA CORREICIONAL DA CGJ
AURILÂNDIA - Vara Judicial
BARRO ALTO - Vara Judicial
BELA VISTA DE GOIÁS - Vara Judicial
"BOM JESUS DE GOIAS - 1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)"
"BOM JESUS DE GOIAS - 2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)"
BURITI ALEGRE - CEJUSC - PRÉ-PROCESSUAL
BURITI ALEGRE - Vara Judicial
CACHOEIRA ALTA - Vara Judicial
CAÇU - Vara Judicial
"CAIAPÔNIA - 1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)"
"CAIAPÔNIA - 2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)"
CALDAS NOVAS - 12º CEJUSC REGIONAL VIRTUAL DO INTERIOR
CALDAS NOVAS - 1ª Vara (Cível e da Inf. e da Juv.)
"CALDAS NOVAS - 1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib Juri e Execução Penal)"
CALDAS NOVAS - 1º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CALDAS NOVAS - 1º JUIZADO ESPECIAL CÍVEL E CRIMINAL
"CALDAS NOVAS - 2ª Vara (Cível, Faz Públicas Estadual e Residual e Registros Públicos)"
CALDAS NOVAS - 2ª Vara Criminal (crimes em geral)
CALDAS NOVAS - 2º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CALDAS NOVAS - 2º JUIZADO ESPECIAL CÍVEL E CRIMINAL
"CALDAS NOVAS - 3ª Vara (Cível, Fazenda Pública Municipal e Ambiental)"
CALDAS NOVAS - 3ª Vara Criminal (crimes em geral)
CALDAS NOVAS - 3º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CALDAS NOVAS - 4º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CALDAS NOVAS - Vara de Família e Sucessões
CÂMARA PRIVADA DE CONCILIAÇÃO E MEDIAÇÃO
CAMPINORTE - Vara Judicial
"CAMPOS BELOS - 1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)"
CAMPOS BELOS - 1º CEJUSC - PRÉ-PROCESSUAL
"CAMPOS BELOS - 2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)"
CATALAO - 13º CEJUSC REGIONAL VIRTUAL DO INTERIOR
CATALÃO - 1ª Unidade de Processamento Jurisdicional (UPJ) dos Juizados Especiais Cíveis
CATALÃO - 1ª Unidade de Processamento Jurisdicional (UPJ) dos Juizados Especiais Criminais
CATALÃO - 1ª Vara Criminal (crimes em geral e execuções penais)
CATALÃO - 1ª VARA DE FAMÍLIA E SUCESSÕES
CATALÃO - 1º Juizado Especial Cível e Criminal
"CATALÃO - 2ª Vara Criminal (Crimes em Geral, Crimes Dolosos Contra a Vida e Presidência do Tribunal do Júri e Crimes envolvendo Violência Doméstica)"
CATALÃO - 2ª VARA DE FAMÍLIA E DA INFÂNCIA E DA JUVENTUDE
CATALÃO - 2º Juizado Especial Cível e Criminal
CATALÃO - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CATALÃO - Unidade de Processamento Jurisdicional (UPJ) das Varas Cíveis
CAVALCANTE - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CAVALCANTE - Vara Judicial
CENTRAL DE CUSTÓDIA ESTADUAL
CENTRAL DE PROCESSAMENTO ELETRONICO
Central Estadual de Conciliação Pré-Processual
CENTRAL ESTADUAL DE EXPEDIÇÃO DE ALVARÁS - CEAGO
CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA - CEJUSC FUNDIÁRIO
"CERES - 1ª Vara (Cív., Criminal - crime em geral e exec. penais - e da Inf. e da Juv.)"
"CERES - 2ªVara (Cív, Criminal - crime em geral, crimes dolosos contra a vida e Pres. do Trib. do Juri das Faz. Púb. e de Reg. Púb.)"
CERES - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CERES - Juizado Especial Cível e Criminal
"CIDADE OCIDENTAL - 1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)"
CIDADE OCIDENTAL - 1º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
"CIDADE OCIDENTAL - 2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)"
CIDADE OCIDENTAL - 2º CEJUSC - PRÉ-PROCESSUAL
CIDADE OCIDENTAL - 3º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CIDADE OCIDENTAL - Juizado Especial Cível e Criminal
CIDADE OCIDENTAL - Vara Criminal
COCALZINHO DE GOIÁS - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
COCALZINHO DE GOIÁS - Vara Judicial
COORDENADORIA JUDICIARIA - GOIÂNIA
CORREGEDORIA-GERAL DA JUSTIÇA
CORUMBÁ DE GOIÁS - Vara Judicial
CORUMBAÍBA - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CORUMBAÍBA - Vara Judicial
"CRISTALINA - 1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)"
"CRISTALINA - 2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)"
CRISTALINA - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
CRISTALINA - Vara Criminal
CRIXÁS - Vara Judicial
CUSTÓDIA ÁGIL ESTADUAL
DEPARTAMENTO DE PRECATÓRIOS
DIRETORIA DE TECNOLOGIA DA INFORMAÇÃO
DIRETORIA DO FORO - GOIÂNIA
DIRETORIA FINANCEIRA
EDÉIA - Vara Judicial
ESTRELA DO NORTE - Vara Judicial
FAZENDA NOVA - Vara Judicial
FIRMINÓPOLIS - Vara Judicial
FLORES DE GOIAS - Vara Judicial
FORMOSA - 1ª UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS CRIMINAIS
FORMOSA - 1ª Vara (Cível e da Inf. e da Juv.)
"FORMOSA - 1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib. Juri e execuções penais)"
FORMOSA - 2ª Vara Cível e Família e Sucessões
FORMOSA - 2ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher)
FORMOSA - 3ª Unidade de Processamento Jurisdicional (UPJ) das Varas de Família e Sucessões
FORMOSA - 3ª Vara Cível e Família e Sucessões
FORMOSA - 3ª Vara Criminal (crimes em geral e Violência Doméstica e Familiar contra a Mulher)
FORMOSA - CEJUSC - PRÉ-PROCESSUAL
FORMOSA - Juizado Especial Cível e Criminal
"FORMOSA - Vara de Fazendas Públicas, Registros Públicos e Ambiental"
FORMOSA - Vara Regional de Execução Penal
FORMOSO - Vara Judicial
Gab. Dr. Antônio Cézar Pereira Meneses - Núcleo 4.0 - 2º Grau - Exec. Fiscal Municipal
Gab. Dr. Péricles Di Montezuma - Núcleo 4.0 - 2º Grau - Exec. Fiscal Municipal
Gab. Dr. Ricardo Prata - Núcleo 4.0 - 2º Grau - Exec. Fiscal Municipal
Gab. Drª Viviane Silva de Moraes Azevedo - Núcleo 4.0 - 2º Grau - Exec. Fiscal Municipal
GABINETE DE JUIZ AUXILIAR
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. ANTONIO CEZAR PEREIRA MENEZES
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. CLAUBER COSTA ABREU
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. DENIVAL FRANCISCO DA SILVA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. DESCLIEUX FERREIRA DA SILVA JUNIOR
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. DIORAN JACOBINA RODRIGUES
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. GILMAR LUIZ COELHO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. GUSTAVO DALUL FARIA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. HAMILTON GOMES CARNEIRO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. MURILO VIEIRA DE FARIA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. PERICLES DI MONTEZUMA CASTRO MOURA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. RICARDO LUIZ NICOLI
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. RICARDO PRATA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. RICARDO SILVEIRA DOURADO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. RICARDO TEIXEIRA LEMOS
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. ROGERIO CARVALHO PINHEIRO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DR. SEBASTIAO JOSE DE ASSIS NETO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. IARA MARCIA FRANZONI DE LIMA COSTA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. LILIANA BITTENCOURT
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. MARIA ANTONIA DE FARIA
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. MARIA CRISTINA COSTA MORGADO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. ROBERTA NASSER LEONE
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. SANDRA REGINA TEIXEIRA CAMPOS
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. STEFANE FIUZA CANÇADO MACHADO
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. TELMA APARECIDA ALVES
GABINETE DE JUIZ SUBSTITUTO EM 2º GRAU DRA. VIVIANE SILVA DE MOARES AZEVEDO
GABINETE DE PRECATÓRIO DA PRESIDÊNCIA
GABINETE DES. ADEGMAR JOSÉ FERREIRA
GABINETE DES. ADRIANO ROBERTO LINHARES CAMARGO
GABINETE DES. ALAN SEBASTIAO DE SENA CONCEICAO
GABINETE DES. ALEXANDRE BIZZOTTO
GABINETE DES. ALEXANDRE DE MORAIS KAFURI
GABINETE DES. ALGOMIRO CARVALHO NETO
GABINETE DES. ALTAIR GUERRA DA COSTA
GABINETE DES. ALTAMIRO GARCIA FILHO
GABINETE DES. AMARAL WILSON DE OLIVEIRA
GABINETE DES. ANDERSON MÁXIMO DE HOLANDA
GABINETE DES. ÁTILA NAVES AMARAL
GABINETE DES. AURELIANO ALBUQUERQUE AMORIM
GABINETE DES. BRENO BOSS CACHAPUZ CAIADO
GABINETE DES. CARLOS ALBERTO FRANCA
GABINETE DES. CARMECY ROSA MARIA A. DE OLIVEIRA
GABINETE DES. DELINTRO BELO DE ALMEIDA FILHO
GABINETE DES. DONIZETE MARTINS DE OLIVEIRA
GABINETE DES. EDISON MIGUEL DA SILVA JR
GABINETE DES. EDUARDO ABDON MOURA
GABINETE DES. ELISEU JOSE TAVEIRA VIEIRA
GABINETE DES. FABIANO ABEL DE ARAGÃO FERNANDES
GABINETE DES. FABIO CRISTOVAO DE CAMPOS FARIA
GABINETE DES. FERNANDO BRAGA VIGGIANO
GABINETE DES. FERNANDO DE CASTRO MESQUITA
GABINETE DES. FERNANDO DE MELLO XAVIER
GABINETE DES. FERNANDO RIBEIRO MONTEFUSCO
GABINETE DES. GERSON SANTANA CINTRA
GABINETE DES. GILBERTO MARQUES FILHO
GABINETE DES. GUILHERME GUTEMBERG ISAC PINTO
GABINETE DES. HEBER CARLOS DE OLIVEIRA
GABINETE DES. ITAMAR DE LIMA
GABINETE DES. ITANEY FRANCISCO CAMPOS
GABINETE DES. IVO FAVARO
GABINETE DES. JEOVA SARDINHA DE MORAES
GABINETE DES. JERONYMO PEDRO VILLAS BOAS
GABINETE DES. JOSÉ CARLOS DE OLIVEIRA
GABINETE DES. JOSÉ CARLOS DUARTE
GABINETE DES. JOSÉ PAGANUCCI JÚNIOR
GABINETE DES. JOSÉ PROTO DE OLIVEIRA
GABINETE DES. JOSÉ RICARDO MARCOS MACHADO
GABINETE DES. KISLEU DIAS MACIEL FILHO
GABINETE DES. LEANDRO CRISPIM
GABINETE DES. LUIZ CLAUDIO VEIGA BRAGA
GABINETE DES. LUIZ EDUARDO DE SOUSA
GABINETE DES. MARCUS DA COSTA FERREIRA
GABINETE DES. MAURÍCIO PORFÍRIO ROSA
GABINETE DES. NICOMEDES DOMINGOS BORGES
GABINETE DES. OSCAR SÁ NETO
GABINETE DES. PAULO CÉSAR ALVES DAS NEVES
GABINETE DES. REINALDO ALVES FERREIRA
GABINETE DES. ROBERTO HORÁCIO DE REZENDE
GABINETE DES. RODRIGO DE SILVEIRA
GABINETE DES. RONNIE PAES SANDRE
GABINETE DES. SEBASTIAO LUIZ FLEURY
GABINETE DES. SERGIO MENDONÇA DE ARAÚJO
GABINETE DES. SILVANIO DIVINO DE ALVARENGA
GABINETE DES. SIVAL GUERRA PIRES
GABINETE DES. VICENTE LOPES DA ROCHA JUNIOR
GABINETE DES. WILD AFONSO OGAWA
GABINETE DES. WILLIAM COSTA MELLO
GABINETE DES. WILSON DA SILVA DIAS
GABINETE DES. WILSON SAFATLE FAIAD
GABINETE DES. WILTON MÜLLER SALOMÃO
GABINETE DES. ZACARIAS NEVES COELHO
GABINETE DESA. ALICE TELES DE OLIVEIRA
GABINETE DESA. ANA CRISTINA RIBEIRO PETERNELLA FRANÇA
GABINETE DESA. BEATRIZ FIGUEIREDO FRANCO
GABINETE DESA. CAMILA NINA ERBETTA NASCIMENTO E MOURA
GABINETE DESA. DORACI LAMAR ROSA DA SILVA ANDRADE
GABINETE DESA. ELIZABETH MARIA DA SILVA
GABINETE DESA. JULIANA PEREIRA DINIZ PRUDENTE
GABINETE DESA. LÍLIA MÔNICA DE CASTRO BORGES ESCHER
GABINETE DESA. MARIA DAS GRACAS CARNEIRO REQUI
GABINETE DESA. MÔNICA CÉZAR MORENO SENHORELO
GABINETE DESA. NELMA BRANCO FERREIRA PERILO
GABINETE DESA. ROZANA FERNANDES CAMAPUM
GABINETE DESA. SANDRA REGINA TEODORO REIS
GABINETE DESA. SIRLEI MARTINS DA COSTA
GABINETE DOS JUÍZES AUXILIARES DA PRESIDÊNCIA
GABINETE MILITAR DO PODER JUDICIARIO
GOIANÁPOLIS - Vara Judicial
GOIANDIRA - Vara Judicial
"GOIANÉSIA - 1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude)"
GOIANÉSIA - 1ª Vara Criminal (crimes em geral e execuções penais)
"GOIANÉSIA - 2ª Vara Cível, Ambiental e Família e Sucessões"
"GOIANÉSIA - 2ª Vara Criminal (crimes em geral, crimes dolosos contra a vida e Presidência do Tribunal do Júri e crimes envolvendo violência doméstica)"
GOIANÉSIA - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANÉSIA - Juizado Especial Cível e Criminal
GOIANÉSIA - Vara das Fazendas Públicas e Registros Públicos
GOIANIA - 1° CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 10ª Vara Cível
GOIANIA - 10º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 10º Juizado Especial Cível
GOIANIA - 11ª Vara Cível
GOIANIA - 11º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 11º Juizado Especial Cível
GOIANIA - 12ª Vara Cível
GOIANIA - 12º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 13ª Vara Cível e Ambiental
GOIANIA - 13º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 14ª Vara Cível e Ambiental
GOIANIA - 14º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 15ª Vara Cível e Ambiental
GOIANIA - 15º CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA
GOIANIA - 16ª Vara Cível e Ambiental
GOIANIA - 17ª Vara Cível e Ambiental
GOIANIA - 18ª Vara Cível e Ambiental
GOIANIA - 19ª Vara Cível e Ambiental
GOIANIA - 1ª Turma Recursal dos Juizados Especiais
GOIANIA - 1ª Unidade de Processamento Judicial - UPJ (Família)
GOIANIA - 1ª Unidade de Processamento Jurisdicional (UPJ) das Varas Cíveis
GOIANIA - 1ª UNIDADE DE PROCESSAMENTO JURISDICIONAL (UPJ) DAS VARAS DE CRIMES PUNIDOS COM RECLUSÃO E DETENÇÃO
GOIANIA - 1ª Vara Cível
"GOIANIA - 1ª VARA CRIMINAL DOS CRIMES CONTRA VÍTIMAS HIPERVULNERÁVEIS (CRIANÇAS E ADOLESCENTES, PESSOAS COM DEFICIÊNCIA E IDOSOS) E CRIMES DE TRÂNSITO"
GOIANIA - 1ª Vara Criminal dos Crimes Dolosos contra a Vida e Tribunal do Júri
GOIANIA - 1ª Vara Criminal dos crimes punidos com reclusão e detenção
GOIANIA - 1ª Vara da Faz. Púb. Mun. e de Reg. Púb. - Execução Fiscal
